name,local_name,author,category,tags,version,release_date,size_bytes,latest,integrity,duplicate,non_store,path,store
Multiple Graph And Chart UI Pack,Multiple Graph And Chart UI Pack,D.F.Y. STUDIO,2D/GUI,ui,1.6,,97912715,True,,,False,2D/GUI/Multiple Graph And Chart UI Pack v1.6.unitypackage,https://assetstore.unity.com/packages/2d/gui/multiple-graph-and-chart-ui-pack-198835
N-Slicer Next-Gen Sprite Slicing Beyond 9-Slice,N-Slicer Next-Gen Sprite Slicing Beyond 9-Slice,,Tools,editor-tool,2.4.0,2025-06-09,8813078,True,,,False,Tools/N-Slicer Next-Gen Sprite Slicing Beyond 9-Slice v2.4.0 (09 Jun 2025).unitypackage,
Naninovel - Visual Novel Engine,Naninovel - Visual Novel Engine,,Tools,editor-tool;template,1.20,,2792612,True,,,False,Tools/Naninovel - Visual Novel Engine v1.20.unitypackage,
Nodachi AnimSet,Nodachi Animset,wemakethegame,3D/Animations,animation,1.1,,286608558,True,,,False,3D/Animations/Wemakethegame/Nodachi Animset v1.1.unitypackage,https://assetstore.unity.com/packages/3d/animations/nodachi-animset-212073
NodeCanvas,NodeCanvas,Paradox Notion,Tools/Visual Scripting,editor-tool,3.3.3,,1186710,True,,,False,Tools/NodeCanvas v3.3.3.unitypackage,https://assetstore.unity.com/packages/tools/visual-scripting/nodecanvas-14914
Non-Convex Mesh Collider. Automatic Generator,Non-Convex Mesh Collider Automatic Generator,Plawius,Tools/Level Design,editor-tool,2.0,2025-11-16,9018053,True,,,False,Tools/Non-Convex Mesh Collider Automatic Generator v2.0 (16 Nov 2025).unitypackage,https://assetstore.unity.com/packages/tools/level-design/non-convex-mesh-collider-automatic-generator-117273
Now We're Talking!,Now Were Talking,Chatterware,Tools/Animation,editor-tool,1.08,,4253606,True,,,False,Tools/Now Were Talking v1.08.unitypackage,https://assetstore.unity.com/packages/tools/animation/now-we-re-talking-207327
Obfuscator Pro Plug and Play Code Protection 2026,Obfuscator Pro Plug and Play Code Protection 2026,,Tools,editor-tool,2026.2.2,,1251954,True,,,False,Tools/Obfuscator Pro Plug and Play Code Protection 2026 v2026.2.2.unitypackage,
ObjectNet - Easier Multiplayer System,ObjectNet - Easier Multiplayer System,OnlineObject,Tools/Network,editor-tool;networking;template,1.30,,55776927,True,,,False,Tools/ObjectNet - Easier Multiplayer System v1.30.unitypackage,https://assetstore.unity.com/packages/tools/network/objectnet-easier-multiplayer-system-261437
Odin Inspector and Serializer,Odin Inspector and Serializer,Sirenix,Tools/Utilities,editor-tool,4.0.2.4,,6289621,True,,,False,Tools/Odin Inspector and Serializer v4.0.2.4.unitypackage,https://assetstore.unity.com/packages/tools/utilities/odin-inspector-and-serializer-89041
Odin Validator,Odin Validator,Sirenix,Tools/Utilities,editor-tool,3.3.1.14,2025-10-14,268432,True,,,False,Tools/Odin Validator v3.3.1.14 (14 Oct 2025).unitypackage,https://assetstore.unity.com/packages/tools/utilities/odin-validator-227861
Office 1,Office 1,,3D,,1.0,,32529619,True,,,False,3D/Office 1 v1.0.unitypackage,
Office 2 - Low Poly 3D Models Pack,Office 2 - Low Poly 3D Models Pack,,3D,low-poly,1.1,,23872390,True,,,False,3D/Office 2 - Low Poly 3D Models Pack v1.1.unitypackage,
Office Meeting - Mocap Animation Pack,Office Meeting - Mocap Animation Pack,MoCap Online,3D/Animations,animation,1.0,,50750175,True,,,False,3D/Animations/Mocap Online/Office Meeting - Mocap Animation Pack v1.0.unitypackage,https://assetstore.unity.com/packages/3d/animations/office-meeting-mocap-animation-pack-208105
Old Lady Anims,Old Lady Anims,,3D,animation,1.0,,12915062,True,,,False,3D/Animations/RamsterZ/Old Lady Anims v1.0.unitypackage,
OmniShade Pro - Mobile Optimized Shader,OmniShade Pro - Mobile Optimized Shader,OmniShade,VFX/Shaders,editor-tool;shader;vfx,1.8.9,,77838763,True,,,False,VFX/Shaders/OmniShade Pro - Mobile Optimized Shader v1.8.9.unitypackage,https://assetstore.unity.com/packages/vfx/shaders/omnishade-pro-mobile-optimized-shader-213594
One Handed Sword Attacks and Finishers,One Handed Sword Attacks and Finishers,RamsterZ,3D/Animations,,1.0,,19115378,True,,,False,3D/Animations/RamsterZ/One Handed Sword Attacks and Finishers v1.0.unitypackage,https://assetstore.unity.com/packages/3d/animations/one-handed-sword-attacks-and-finishers-223503
Optimizers,Optimizers,FImpossible Creations,Tools/Utilities,editor-tool,2.2.2,2025-08-04,7567507,True,,,False,Tools/Optimizers v2.2.2 (04 Aug 2025).unitypackage,https://assetstore.unity.com/packages/tools/utilities/optimizers-122247
Oriental Spear AnimSet,Oriental Spear AnimSet,wemakethegame,3D/Animations,animation,1.11,,182707527,True,,,False,3D/Animations/Wemakethegame/Oriental Spear AnimSet v1.11.unitypackage,https://assetstore.unity.com/packages/3d/animations/oriental-spear-animset-120227
Oriental Sword AnimSet,Oriental Sword AnimSet,wemakethegame,3D/Animations,animation,1.61,,333422911,True,,,False,3D/Animations/Wemakethegame/Oriental Sword AnimSet v1.61.unitypackage,https://assetstore.unity.com/packages/3d/animations/oriental-sword-animset-71318
Orientalism Dual Blade Anim Set,Orientalism Dual Blade Anim Set,wemakethegame,3D/Animations,,1.0,,203859616,True,,,False,3D/Animations/Wemakethegame/Orientalism Dual Blade Anim Set v1.0.unitypackage,https://assetstore.unity.com/packages/3d/animations/orientalism-dual-blade-anim-set-174258
Overworld Music Stingers Winning Losing etc Orchestral Adventure,Overworld Music Stingers Winning Losing etc Orchestral Adventure,,Audio,music;prop;sfx,1.0,,7180438,True,,,False,Audio/Overworld Music Stingers Winning Losing etc Orchestral Adventure v1.0.unitypackage,
Paladin Anim Set,Paladin Anim Set,wemakethegame,3D/Animations,,1.0,,213926361,True,,,False,3D/Animations/Wemakethegame/Paladin Anim Set v1.0.unitypackage,https://assetstore.unity.com/packages/3d/animations/paladin-anim-set-160286
Particle Dynamic Magic 2,Particle Dynamic Magic 2,,,vfx,2.5.3,,4096,True,broken,,False,Particle Dynamic Magic 2 v2.5.3 Unity.unitypackage,
Perception 2 | Game Creator 2,Perception 2 Game Creator 2 by Catsoft Works,Catsoft Works,Tools/Behavior AI,editor-tool,2.1.4,2024-10-18,10618285,True,,,False,Tools/Game Creator/Perception 2 Game Creator 2 by Catsoft Works v2.1.4 (18 Oct 2024).unitypackage,https://assetstore.unity.com/packages/tools/behavior-ai/perception-2-game-creator-2-272415
Pet Doctor | Template + Editor,Pet Doctor Template Editor,Watermelon Games,Templates/Packs,editor-tool;template,1.4,,21163383,True,,,False,Templates/Pet Doctor Template Editor v1.4.unitypackage,https://assetstore.unity.com/packages/templates/packs/pet-doctor-template-editor-233146
Pistol Mega MocapAnimPack,Pistol Mega MocapAnimPack,RIB Studio,3D/Animations,animation,1.0,,59966208,True,,,False,3D/Animations/Mocap Online/Pistol Mega MocapAnimPack v1.0.unitypackage,https://assetstore.unity.com/packages/3d/animations/pistol-mega-mocapanimpack-230267
Pixel Art GUI UI Kit - over 400 PNG 151 icons,Pixel Art GUI UI Kit - over 400 PNG 151 icons,,2D,template;ui,1.1,,2481471,True,,,False,2D/GUI/Pixel Art GUI UI Kit - over 400 PNG 151 icons v1.1.unitypackage,
Pixelate - Pixel Art Converter,Pixelate - Pixel art converter,Tom Black,Tools/Sprite Management,editor-tool,,,25678952,False,,,False,Tools/Pixelate - Pixel art converter.unitypackage,https://assetstore.unity.com/packages/tools/sprite-management/pixelate-pixel-art-converter-194727
Platformer 12 Underwater - Low Poly 3D Models Pack,Platformer 12 Underwater - Low Poly 3D Models Pack,ithappy,3D/Environments,low-poly,2.1,2025-05-28,12512571,True,,,False,3D/Platformer 12 Underwater - Low Poly 3D Models Pack v2.1 (28 May 2025).unitypackage,https://assetstore.unity.com/packages/3d/environments/platformer-12-underwater-low-poly-3d-models-pack-295348
Platformer 2 Obstacles - Low Poly 3D Models Pack,Platformer 2 Obstacles - Low Poly 3D Models Pack,ithappy,3D/Props/Exterior,low-poly,2.0,2025-01-22,21467990,True,,,False,3D/Platformer 2 Obstacles - Low Poly 3D Models Pack v2.0 (22 Jan 2025).unitypackage,https://assetstore.unity.com/packages/3d/props/exterior/platformer-2-obstacles-low-poly-3d-models-pack-271342
Platformer 5 Fruits - Low Poly 3D Models Pack,Platformer 5 Fruits - Low Poly 3D Models Pack,ithappy,3D/Props/Exterior,low-poly,2.0,2025-02-12,18011554,True,,,False,3D/Platformer 5 Fruits - Low Poly 3D Models Pack v2.0 (12 Feb 2025).unitypackage,https://assetstore.unity.com/packages/3d/props/exterior/platformer-5-fruits-low-poly-3d-models-pack-277594
Platformer 8 Underworld - Low Poly 3D Models Pack,Platformer 8 Underworld - Low Poly Asset Pack by ithappy,ithappy,3D/Environments/Fantasy,low-poly;urp,1.0,,18289488,True,,,False,3D/Platformer 8 Underworld - Low Poly Asset Pack by ithappy v1.0 (URP version).unitypackage,https://assetstore.unity.com/packages/3d/environments/fantasy/platformer-8-underworld-low-poly-3d-models-pack-286251
Platformer Deathrun - Low Poly 3D Models Pack,Platformer Deathrun - Low Poly Asset Pack by ithappy,ithappy,3D/Environments,low-poly,1.4,,18635274,True,,,False,3D/Platformer Deathrun - Low Poly Asset Pack by ithappy v1.4.unitypackage,https://assetstore.unity.com/packages/3d/environments/platformer-deathrun-low-poly-3d-models-pack-268271
Platformer Project,Platformer Project,,,,1.8.4,,33556777,True,,,False,Platformer Project v1.8.4.unitypackage,
Police Station Pack - Synty POLYGON - Stylized Low Poly Assets,Police Station Pack - Synty POLYGON - Stylized Low Poly Assets,,3D,low-poly;stylized,1.0.0,,98977143,True,,,False,3D/Synty/Police Station Pack - Synty POLYGON - Stylized Low Poly Assets v1.0.0.unitypackage,
Poly Art Animals Forest Set,Poly Art Animals Forest Set,,3D,environment,3.9,,74066087,True,,,False,3D/Poly Art Animals Forest Set v3.9.unitypackage,
Poly Few | Mesh Simplifier and Auto LOD Generator,Poly Few Mesh Simplifier and Auto LOD Generator,Brain Fail Productions,Tools/Utilities,,7.82,2025-04-25,21983951,True,,,False,3D/Poly Few Mesh Simplifier and Auto LOD Generator v7.82 (25 Apr 2025).unitypackage,https://assetstore.unity.com/packages/tools/utilities/poly-few-mesh-simplifier-and-auto-lod-generator-160139
Poly Universal Pack,Poly Universal Pack,polyperfect,3D/Props,,3.7.1,,530605042,True,,,False,3D/Poly Universal Pack v3.7.1.unitypackage,https://assetstore.unity.com/packages/3d/props/poly-universal-pack-215157
POLYGON - Adventure Pack - Art by Synty,POLYGON Adventure - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Fantasy,low-poly,1.07,,14146465,True,,,False,3D/Synty/POLYGON Adventure - Low Poly 3D Art by Synty v1.07.unitypackage,https://assetstore.unity.com/packages/3d/environments/fantasy/polygon-adventure-pack-art-by-synty-80585
POLYGON - Ancient Empire Pack - Art by Synty,POLYGON Ancient Empire - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Historic,low-poly,1.0,,251217920,True,,,False,3D/Synty/POLYGON Ancient Empire - Low Poly 3D Art by Synty v1.0.unitypackage,https://assetstore.unity.com/packages/3d/environments/historic/polygon-ancient-empire-pack-art-by-synty-224020
POLYGON - Apocalypse Pack - Art by Synty,POLYGON Apocalypse - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Urban,low-poly,1.18.1,,138385126,True,,,False,3D/Synty/POLYGON Apocalypse - Low Poly 3D Art by Synty v1.18.1.unitypackage,https://assetstore.unity.com/packages/3d/environments/urban/polygon-apocalypse-pack-art-by-synty-154193
POLYGON - Arid Desert - Nature Biomes - Low Poly 3D Art by Synty,POLYGON - Arid Desert - Nature Biomes - Low Poly 3D Art by Synty,,3D,environment;low-poly,1.0,,90885985,True,,,False,3D/Synty/POLYGON - Arid Desert - Nature Biomes - Low Poly 3D Art by Synty v1.0.unitypackage,
POLYGON - Battle Royale Pack - Art by Synty,POLYGON Battle Royale - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Urban,low-poly,1.7.1,,27139230,True,,,False,3D/Synty/POLYGON Battle Royale - Low Poly 3D Art by Synty v1.7.1.unitypackage,https://assetstore.unity.com/packages/3d/environments/urban/polygon-battle-royale-pack-art-by-synty-128513
POLYGON - Boss Zombies Pack - Art by Synty,POLYGON BossZombies,Synty Studios,3D/Characters/Humanoids/Fantasy,character;low-poly,1.3.0,,23483904,True,,,False,3D/Synty/POLYGON_BossZombies_Unity_2020_3_v1_3_0.unitypackage,https://assetstore.unity.com/packages/3d/characters/humanoids/fantasy/polygon-boss-zombies-pack-art-by-synty-173373
POLYGON BossZombies SourceFiles v3,POLYGON BossZombies SourceFiles v3,,3D,character;low-poly,,,12959960,False,,,True,3D/Synty/POLYGON_BossZombies_SourceFiles_v3.zip,
POLYGON - Casino Pack - Art by Synty,POLYGON - Casino - Low Poly 3D Art by Synty,Synty Studios,3D/Environments,low-poly,1.05,,158451713,True,,,False,3D/Synty/POLYGON - Casino - Low Poly 3D Art by Synty v1.05.unitypackage,https://assetstore.unity.com/packages/3d/environments/polygon-casino-pack-art-by-synty-252731
POLYGON - City Pack - Art by Synty,POLYGON City - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Urban,environment;low-poly,1.11.3,,16933528,True,,,False,3D/Synty/POLYGON City - Low Poly 3D Art by Synty 1.11.3.unitypackage,https://assetstore.unity.com/packages/3d/environments/urban/polygon-city-pack-art-by-synty-95214
POLYGON - City Zombies Pack - Art by Synty,POLYGON City Zombies - Low Poly 3D Art by Synty,Synty Studios,3D/Characters/Humanoids/Fantasy,character;environment;low-poly,1.6.3,2025-02-28,10172990,True,,,False,3D/Synty/POLYGON City Zombies - Low Poly 3D Art by Synty v1.6.3 (28 Feb 2025).unitypackage,https://assetstore.unity.com/packages/3d/characters/humanoids/fantasy/polygon-city-zombies-pack-art-by-synty-131930
POLYGON - Construction Pack - Art by Synty,POLYGON Construction - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Industrial,low-poly,1.4.1,,42551076,True,,,False,3D/Synty/POLYGON Construction - Low Poly 3D Art by Synty 1.4.1.unitypackage,https://assetstore.unity.com/packages/3d/environments/industrial/polygon-construction-pack-art-by-synty-168036
POLYGON - Dark Fantasy Pack - Art by Synty,POLYGON - Dark Fantasy - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Fantasy,low-poly;medieval,1.01,,134773226,True,,,False,3D/Synty/POLYGON - Dark Fantasy - Low Poly 3D Art by Synty v1.01.unitypackage,https://assetstore.unity.com/packages/3d/environments/fantasy/polygon-dark-fantasy-pack-art-by-synty-264560
POLYGON - Dog Pack - Art By Synty,POLYGON - Dog Pack Low Poly 3D Art by Synty,Synty Studios,3D/Characters/Animals/Mammals,low-poly,1.0,,348341760,True,,,False,3D/Synty/POLYGON - Dog Pack Low Poly 3D Art by Synty v1.0.unitypackage,https://assetstore.unity.com/packages/3d/characters/animals/mammals/polygon-dog-pack-art-by-synty-192790
POLYGON - Dungeon Realms Pack - Art by Synty,POLYGON Dungeon Realms,Synty Studios,3D/Environments/Dungeons,environment;low-poly,1.3.4,,74762745,True,,,False,3D/Synty/POLYGON_Dungeon_Realms_Unity_2021_3_v1_3_4.unitypackage,https://assetstore.unity.com/packages/3d/environments/dungeons/polygon-dungeon-realms-pack-art-by-synty-189093
POLYGON - Dungeons Pack - Art by Synty,POLYGON Dungeons - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Dungeons,environment;low-poly,1.9.5,,53361366,True,,,False,3D/Synty/POLYGON Dungeons - Low Poly 3D Art by Synty v1.9.5.unitypackage,https://assetstore.unity.com/packages/3d/environments/dungeons/polygon-dungeons-pack-art-by-synty-102677
POLYGON Dungeons Map - Low Poly 3D Art by Synty,POLYGON Dungeons Map - Low Poly 3D Art by Synty,,3D,environment;low-poly,1.1,,4084528,True,,,False,3D/Synty/POLYGON Dungeons Map - Low Poly 3D Art by Synty v1.1.unitypackage,
POLYGON - Elven Realm Pack - Art by Synty,POLYGON - Elven Realm - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Fantasy,low-poly,1.4.0,,190669291,True,,,False,3D/Synty/POLYGON - Elven Realm - Low Poly 3D Art by Synty (V 1.4.0) (REPACK).unitypackage,https://assetstore.unity.com/packages/3d/environments/fantasy/polygon-elven-realm-pack-art-by-synty-247353
POLYGON - Enchanted Forest - Nature Biome,POLYGON - Enchanted Forest - Nature Biome,,3D,environment;low-poly,1.01,,174757514,True,,,False,3D/Synty/POLYGON - Enchanted Forest - Nature Biome v1.01.unitypackage,
POLYGON - Fantasy Characters Pack - Art by Synty,POLYGON Fantasy Characters - Low Poly 3D Art by Synty,Synty Studios,3D/Characters/Humanoids/Fantasy,character;low-poly;medieval,1.2,,6589754,True,,,False,3D/Synty/POLYGON Fantasy Characters - Low Poly 3D Art by Synty v1.2.unitypackage,https://assetstore.unity.com/packages/3d/characters/humanoids/fantasy/polygon-fantasy-characters-pack-art-by-synty-97186
POLYGON - Fantasy Kingdom Pack - Art by Synty,POLYGON Fantasy Kingdom - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Fantasy,low-poly;medieval,1.10,,167904370,True,,,False,3D/Synty/POLYGON Fantasy Kingdom - Low Poly 3D Art by Synty v1.10.unitypackage,https://assetstore.unity.com/packages/3d/environments/fantasy/polygon-fantasy-kingdom-pack-art-by-synty-164532
POLYGON - Fantasy Rivals Pack - Art by Synty,POLYGON Fantasy Rivals - Low Poly 3D Art by Synty,Synty Studios,3D/Characters/Humanoids/Fantasy,low-poly;medieval,1.3.1,2025-02-28,9407030,True,,,False,3D/Synty/POLYGON Fantasy Rivals - Low Poly 3D Art by Synty v1.3.1 (28 Feb 2025).unitypackage,https://assetstore.unity.com/packages/3d/characters/humanoids/fantasy/polygon-fantasy-rivals-pack-art-by-synty-118399
POLYGON - Farm Pack - Art by Synty,POLYGON Farm - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Industrial,low-poly,1.6.4,2025-05-12,27728893,True,,,False,3D/Synty/POLYGON Farm - Low Poly 3D Art by Synty v1.6.4 (12 May 2025).unitypackage,https://assetstore.unity.com/packages/3d/environments/industrial/polygon-farm-pack-art-by-synty-146192
POLYGON - Frog Shrine,POLYGON - Frog Shrine,,3D,low-poly,1.0.0,,1288539,True,,,False,3D/Synty/POLYGON - Frog Shrine v1.0.0.unitypackage,
POLYGON - Gang Warfare Pack - Art by Synty,POLYGON Gang Warfare - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Industrial,low-poly,1.04,,25433031,True,,,False,3D/Synty/POLYGON Gang Warfare - Low Poly 3D Art by Synty v1.04.unitypackage,https://assetstore.unity.com/packages/3d/environments/industrial/polygon-gang-warfare-pack-art-by-synty-150589
POLYGON HearseKit,POLYGON HearseKit,,3D,low-poly;template,1.0.2,,3715584,True,,,False,3D/Synty/POLYGON_HearseKit_Unity_2021_3_v1_0_2.unitypackage,
POLYGON - Heist Pack - Art by Synty,POLYGON Heist - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Urban,low-poly,1.9,,11365924,True,,,False,3D/Synty/POLYGON Heist - Low Poly 3D Art by Synty v1.9.unitypackage,https://assetstore.unity.com/packages/3d/environments/urban/polygon-heist-pack-art-by-synty-97949
POLYGON - Horror Carnival Pack - Art by Synty,POLYGON Horror Carnival - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Fantasy,horror;low-poly;vehicle,1.02,,89300305,True,,,False,3D/Synty/POLYGON Horror Carnival - Low Poly 3D Art by Synty v1.02.unitypackage,https://assetstore.unity.com/packages/3d/environments/fantasy/polygon-horror-carnival-pack-art-by-synty-266862
POLYGON - Horror Mansion Pack - Art by Synty,POLYGON Horror Mansion - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Fantasy,horror;low-poly,1.06,,84292445,True,,,False,3D/Synty/POLYGON Horror Mansion - Low Poly 3D Art by Synty v1.06.unitypackage,https://assetstore.unity.com/packages/3d/environments/fantasy/polygon-horror-mansion-pack-art-by-synty-213346
POLYGON Horse - Low Poly 3D Art by Synty,POLYGON Horse - Low Poly 3D Art by Synty,Synty Studios,3D/Characters/Animals/Mammals,low-poly,2.0,,1539220,True,,,False,3D/Synty/POLYGON Horse - Low Poly 3D Art by Synty v2.0.unitypackage,https://assetstore.unity.com/packages/3d/characters/animals/mammals/polygon-horse-low-poly-3d-art-by-synty-112452
POLYGON - Icons Pack - Art by Synty,POLYGON Icons Pack - Low Poly 3D Art by Synty,Synty Studios,3D/GUI,low-poly;ui,1.01,,16678094,True,,,False,3D/Synty/POLYGON Icons Pack - Low Poly 3D Art by Synty v1.01.unitypackage,https://assetstore.unity.com/packages/3d/gui/polygon-icons-pack-art-by-synty-202117
POLYGON - Kids Pack - Art by Synty,POLYGON - Kids Pack,Synty Studios,3D/Characters/Humanoids/Humans,low-poly,1.0,,61855109,True,,,False,3D/Synty/POLYGON - Kids Pack v1.0.unitypackage,https://assetstore.unity.com/packages/3d/characters/humanoids/humans/polygon-kids-pack-art-by-synty-180629
POLYGON - Knights Pack - Art by Synty,POLYGON Knights - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Fantasy,low-poly;medieval,1.5,,29473065,True,,,False,3D/Synty/POLYGON Knights - Low Poly 3D Art by Synty v1.5.unitypackage,https://assetstore.unity.com/packages/3d/environments/fantasy/polygon-knights-pack-art-by-synty-83694
POLYGON - Legendary Chest,POLYGON - Legendary Chest,,3D,low-poly;prop,1.0,,1115044,True,,,False,3D/Synty/POLYGON - Legendary Chest v1.0.unitypackage,
Polygon Level Building Pack,Polygon Level Building Pack,SoulGames,3D/Props,low-poly,1.1,,35850457,True,,,False,3D/Synty/Polygon Level Building Pack v1.1.unitypackage,https://assetstore.unity.com/packages/3d/props/polygon-level-building-pack-246667
Polygon Material Painter - Sub-Mesh Editor,Polygon Material Painter - Sub-Mesh Editor,KAMGAM,Tools/Modeling,editor-tool;low-poly,1.5.0,2024-09-11,1922893,True,,,False,3D/Synty/Polygon Material Painter - Sub-Mesh Editor v1.5.0 (11 Sep 2024).unitypackage,https://assetstore.unity.com/packages/tools/modeling/polygon-material-painter-sub-mesh-editor-246853
POLYGON Meadow Forest - Nature Biomes - Low Poly 3D Art by Synty,POLYGON Meadow Forest - Nature Biomes - Low Poly 3D Art by Synty,,3D,environment;low-poly,1.9.1,,309889422,True,,,False,3D/Synty/POLYGON Meadow Forest - Nature Biomes - Low Poly 3D Art by Synty v1.9.1.unitypackage,
POLYGON Meadow Forest - Nature Biomes - Low Poly 3D Art by Synty,POLYGON Meadow Forest - Nature Biomes - Low Poly 3D Art by Synty,,3D,environment;low-poly,1.02,,304728044,False,,,False,3D/Synty/POLYGON Meadow Forest - Nature Biomes - Low Poly 3D Art by Synty v1.02.unitypackage,
POLYGON - Mech Pack - Art by Synty,POLYGON - Mech Pack - Low Poly 3D Art by Synty,Synty Studios,3D/Characters/Robots,low-poly,1.2,,95181727,True,,,False,3D/Synty/POLYGON - Mech Pack - Low Poly 3D Art by Synty v1.2.unitypackage,https://assetstore.unity.com/packages/3d/characters/robots/polygon-mech-pack-art-by-synty-262118
POLYGON - Military Pack - Art by Synty,POLYGON Military - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Historic,low-poly,1.02,,133490114,True,,,False,3D/Synty/POLYGON Military - Low Poly 3D Art by Synty v1.02.unitypackage,https://assetstore.unity.com/packages/3d/environments/historic/polygon-military-pack-art-by-synty-176304
POLYGON MINI - Fantasy Pack - Art by Synty,POLYGON MINI - Fantasy Pack,Synty Studios,3D/Props/Exterior,low-poly;medieval,1.3.0,,8673578,True,,,False,3D/Synty/POLYGON MINI - Fantasy Pack v1.3.0.unitypackage,https://assetstore.unity.com/packages/3d/props/exterior/polygon-mini-fantasy-pack-art-by-synty-96800
POLYGON - Modular Fantasy Hero Characters Pack - Art by Synty,POLYGON Modular Fantasy Hero Characters - Low Poly 3D Art by Synty,Synty Studios,3D/Characters/Humanoids/Fantasy,character;low-poly;medieval,1.3.2,2025-05-12,55156269,True,,,False,3D/Synty/POLYGON Modular Fantasy Hero Characters - Low Poly 3D Art by Synty v1.3.2 (12 May 2025).unitypackage,https://assetstore.unity.com/packages/3d/characters/humanoids/fantasy/polygon-modular-fantasy-hero-characters-pack-art-by-synty-143468
POLYGON - Nature Pack - Art by Synty,POLYGON Nature - Low Poly 3D Art by Synty,Synty Studios,3D/Vegetation/Trees,environment;low-poly,1.15,,61380894,True,,,False,3D/Synty/POLYGON Nature - Low Poly 3D Art by Synty v1.15.unitypackage,https://assetstore.unity.com/packages/3d/vegetation/trees/polygon-nature-pack-art-by-synty-120152
POLYGON NatureBiomes MeadowForest,POLYGON NatureBiomes MeadowForest,,3D,environment;low-poly,1.9.2,,306647436,True,,,False,3D/Synty/POLYGON_NatureBiomes_MeadowForest_Unity_2021_3_v1_9_2.unitypackage,
POLYGON NatureBiomes SwampMarshland,POLYGON NatureBiomes SwampMarshland,,3D,environment;low-poly,1.9.1,,160150075,True,,,False,3D/Synty/POLYGON_NatureBiomes_SwampMarshland_Unity_2021_3_v1_9_1.unitypackage,
POLYGON NatureBiomes TropicalJungle,POLYGON NatureBiomes TropicalJungle,,3D,environment;low-poly,1.9.1,,177170852,True,,,False,3D/Synty/POLYGON_NatureBiomes_TropicalJungle_Unity_2021_3_v1_9_1.unitypackage,
POLYGON - Nightclubs Pack - Art by Synty,POLYGON Nightclubs - Low Poly 3D Art by Synty,Synty Studios,3D/Environments/Urban,low-poly,1.01,,234748928,True,,,False,3D/Synty/POLYGON Nightclubs - Low Poly 3D Art by Synty v1.01.unitypackage,https://assetstore.unity.com/packages/3d/environments/urban/polygon-nightclubs-pack-art-by-synty-216721
POLYGON - Office Pack - Art by Synty,POLYGON Office - Low Poly 3D Art by Synty,Synty Studios,3D/Props/Interior,low-poly,1.07,,35816276,True,,,False,3D/Synty/POLYGON Office - Low Poly 3D Art by Synty v1.07.unitypackage,https://assetstore.unity.com/packages/3d/props/interior/polygon-office-pack-art-by-synty-159492
POLYGON - Particle FX Pack - Art by Synty,POLYGON Particle FX,Synty Studios,VFX/Particles,low-poly;vfx,1.3.2,,8278794,True,,,False,VFX/Particles/POLYGON_Particle_FX_Unity_2021_3_v1_3_2.unitypackage,https://assetstore.unity.com/packages/vfx/particles/polygon-particle-fx-pack-art-by-synty-168372
POLYGON - Pirates Pack,POLYGON - Pirates Pack,,3D,low-poly,,,33417933,False,,,False,3D/Synty/POLYGON - Pirates Pack.unitypackage,
POLYGON - Prototype Pack - Art by Synty,POLYGON Prototype,Synty Studios,3D/Environments,low-poly,1.9.1,,123986475,True,,,False,3D/Synty/POLYGON_Prototype_Unity_2022_3_v1_9_1.unitypackage,https://assetstore.unity.com/packages/3d/environments/polygon-prototype-pack-art-by-synty-137126
POLYGON - Prototype Pack - Art by Synty,POLYGON Prototype - Low Poly 3D Art by Synty,Synty Studios,3D/Environments,low-poly,,,14681425,False,,,False,3D/Synty/POLYGON Prototype - Low Poly 3D Art by Synty.unitypackage,https://assetstore.unity.com/packages/3d/environments/polygon-prototype-pack-art-by-synty-137126
POLYGON Prototype SourceFiles v4,POLYGON Prototype SourceFiles v4,,3D,low-poly,,,46701640,False,,,True,3D/Synty/POLYGON_Prototype_SourceFiles_v4.zip,
POLYGON - Samurai Pack - Art by Synty,POLYGON Samurai - Low Poly 3D Art by Synty,Synty Studios,3D/Environments,low-poly,1.6,,19730724,True,,,False,3D/Synty/POLYGON Samurai - Low Poly 3D Art by Synty v1.6.unitypackage,https://assetstore.unity.com/packages/3d/environments/polygon-samurai-pack-art-by-synty-89551
